State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,5000,6000,6000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,9000,10000,10000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,11-09-2025,6000,7000,7000
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Pomegranate,Pomogranate,Local,11-09-2025,17000,18000,18000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,11-09-2025,20000,22000,22000
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3000,3800,3800
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,2800,3000,3000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1600,1800,1800
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,2300,2700,2700
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,4200,5200,5200
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5800,6200,6200
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3700,3700,3700
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,11-09-2025,3000,3200,3200
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,2800,3200,3200
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,4000,6000,6000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,7000,7000,7000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,4500,7600,7600
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5400,5400,5400
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2200,2200,2200
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,11-09-2025,2500,2500,2500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,11-09-2025,17000,17000,17000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,2000,2300,2300
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Capsicum,Capsicum,Local,11-09-2025,6500,6500,6500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,3500,3500,3500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,1500,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,3000,3400,3400
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,6500,6600,6600
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,4000,6000,6000
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,2600,2800,2800
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,2500,2500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,4400,5800,5800
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,2000,2000,2000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Capsicum,Capsicum,Local,11-09-2025,6500,6500,6500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,6600,6600,6600
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,11-09-2025,6000,6000,6000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,2000,5000,5000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,4500,4500,4500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,5000,5000,5000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Pineapple,Pine Apple,Local,11-09-2025,7000,7000,7000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,2800,2800,2800
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,1000,1000,1000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2500,2500,2500
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,8000,8000,8000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,2500,2500,2500
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4500,4500,4500
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,4600,4600,4600
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,6600,6600,6600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,4000,4600,4600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,7400,7400,7400
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,5600,5600,5600
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,3400,3400,3400
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2600,2600,2600
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,2400,2400,2400
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,4600,4600,4600
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,7400,7400,7400
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,3600,3600,3600
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,6000,11000,11000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4600,4600,4600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,1000,1500,1500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,6500,7000,7000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,2000,2600,2600
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,8500,9000,9000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,7000,10000,10000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Onion,Bellary,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,6500,7000,7000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Bitter gourd,Bitter Gourd,Local,11-09-2025,4000,4600,4600
Tamil Nadu,Thiruchirappalli,Thuraiyur,Bottle gourd,Bottle Gourd,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thiruchirappalli,Thuraiyur,Cluster beans,Cluster Beans,Local,11-09-2025,3500,3500,3500
Tamil Nadu,Thiruchirappalli,Thuraiyur,Coconut,Coconut,Local,11-09-2025,7500,7500,7500
Tamil Nadu,Thiruchirappalli,Thuraiyur,Colacasia,Colacasia,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Coriander(Leaves),I Sort,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Knool Khol,Knool Khol,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Lime,Lime,Local,11-09-2025,4000,4000,4000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,6000,11000,11000
Tamil Nadu,Thiruchirappalli,Thuraiyur,Snakeguard,Snakeguard,Local,11-09-2025,3600,4000,4000
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,1600,2000,2000
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,4500,5000,5000
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,1200,1500,1500
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,11-09-2025,1400,1600,1600
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,4500,5000,5000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,11-09-2025,12000,13500,13500
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,8000,8400,8400
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,4000,4200,4200
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,11-09-2025,1600,2400,2400
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,6800,7200,7200
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Colacasia,Colacasia,Local,11-09-2025,3000,6000,6000
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,8000,8400,8400
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,6000,7500,7500
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Thondekai,Thondekai,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ),Tomato,Deshi,Local,11-09-2025,2000,2200,2200
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupathur,Natrampalli(Uzhavar Sandhai ),Onion Green,Onion Green,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Maize,Deshi Red,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,3000,3000,3000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,2000,2400,2400
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Beetroot,Beetroot,Local,11-09-2025,2500,5000,5000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,11-09-2025,2500,3200,3200
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,11-09-2025,4000,4700,4700
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,7000,8000,8000
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,1800,2000,2000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,11-09-2025,1500,1800,1800
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,11-09-2025,2400,2800,2800
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,8000,9000,9000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Guava,Guava Alahabad,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Lemon,Lemon,Local,11-09-2025,8000,9000,9000
Tamil Nadu,Thirupur,Tiruppur (North) (Uzhavar Sandhai ),Tomato,Deshi,Local,11-09-2025,1500,1800,1800
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,11-09-2025,3000,4000,4000
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,11-09-2025,4000,6000,6000
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Colacasia,Colacasia,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Drumstick,Drumstick,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5500,6000,6000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Jack Fruit,Jack Fruit,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Raddish,Raddish,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ),Tomato,Deshi,Local,11-09-2025,1600,2000,2000
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Beans,Beans (Whole),Local,11-09-2025,3000,3600,3600
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Colacasia,Colacasia,Local,11-09-2025,3000,3500,3500
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,3000,4000,4000
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,11-09-2025,2200,2500,2500
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,11-09-2025,2200,2500,2500
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Coconut,Coconut,Local,11-09-2025,3500,4000,4000
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,11-09-2025,7000,8000,8000
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,11-09-2025,11000,12000,12000
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,11-09-2025,13000,14000,14000
Tamil Nadu,Thiruvannamalai,Keelpennathur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,11-09-2025,1600,2000,2000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,11-09-2025,3300,4000,4000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,11-09-2025,3300,4000,4000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Papaya,Papaya,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,11-09-2025,8000,10000,10000
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,11-09-2025,3600,4200,4200
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,11-09-2025,7000,8000,8000
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Maize,Deshi Red,Local,11-09-2025,2000,2500,2500
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Tapioca,Tapioca,Local,11-09-2025,1500,2000,2000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,11-09-2025,2500,3000,3000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Apple,American,Local,11-09-2025,12000,14000,14000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Banana,Besrai,Local,11-09-2025,5000,6000,6000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Brinjal,Round,Local,11-09-2025,4000,5000,5000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Cabbage,Cabbage,Local,11-09-2025,1500,2000,2000
